"2","1cbc812ece","just in case you wonder, we are really busy today and this coming with with adding tons of new blogs and updates stay tuned","just in case you wonder, we are really busy today and this coming with with adding tons of new blogs and updates stay tuned"
"0","4b61dffbeb","soooooo sleeeeepy!!!","i`m soooooo sleeeeepy!!! the last day o` school was today....sniffle...."
"4","2863f435bd","A little happy fo","A little happy for the wine jeje ok it`sm my free time so who cares, jaja i love this day"
"2","d93afa85cf","Car not happy, big big dent in boot! Hoping theyre not going to write it off, crossing fingers and waiting"," Car not happy, big big dent in boot! Hoping theyre not going to write it off, crossing fingers and waiting"
"4","fab6b7d16c","avid fan of","im an avid fan of **** magazine and i love your magazines"
"2","2e7082d1c8","MAYDAY?!","MAYDAY?!"
"2","684081e4e7","RATT ROCKED NASHVILLE TONITE..ONE THING SUCKED, NO ENCORE!  LIKE IN THE 80`S THEY STILL HAVE A FUN SHOW. PEARCY HAS THAT HOTT BAD BOY LOOK","RATT ROCKED NASHVILLE TONITE..ONE THING SUCKED, NO ENCORE!  LIKE IN THE 80`S THEY STILL HAVE A FUN SHOW. PEARCY HAS THAT HOTT BAD BOY LOOK"
"4","c77717b103","I love to!"," I love to! But I`m only available from 5pm.  and where dear? Would love to help  convert her vids.ï¿½"
"2","a9d499e123","The girl in the hair salon asked me 'Shall I trim your eyebrows!' How old do I feel?","The girl in the hair salon asked me 'Shall I trim your eyebrows!' How old do I feel?"
"0","ddf296dffa","SUCKKKKKK","egh blah and boooooooooooo i dunno wanna go to work  HANGOVERS SUCKKKKKK Im a drunk mess!"
"2","c3924dc9e4",":visiting my friendster and facebook",":visiting my friendster and facebook"
"0","3d9d4b0b55","dont like go","i donbt like to peel prawns, i also dont like going shopping, running out of money and crawling round the car looking for more"
"0","3fcea4debc","d I`m not thrilled at all with mine."," which case? I got a new one last week and I`m not thrilled at all with mine."
"2","a3ae670885","Then you should check out http://twittersucks.com and connect with other tweeple who hate twitter"," Then you should check out http://twittersucks.com and connect with other tweeple who hate twitter"
"2","15d5f3a41b","also bored at school, its my third freelesson( freistunde )"," also bored at school, its my third freelesson( freistunde )"
"2","3c4a21b2cb","hm... Both of us I guess..."," hm... Both of us I guess..."
"0","11084dac09","it is ****...u have dissappointed me that past few days"," it is ****...u have dissappointed me that past few days"
"4","d8ba2a99a9","romance zero is funny"," romance zero is funny"
"2","e77fd45003","I`d rather do the early run..but I am a morning runner"," I`d rather do the early run..but I am a morning runner"
"0","b159318d76","hurts","Bah a coworker ran into work late and her bag smacked into my knee  it really hurts now"
"2","6086b1f016","will be back later.","will be back later.  http://plurk.com/p/rp3k7"
"0","703afdc44b","Torn ace of hearts","Aw. Torn ace of hearts  #Hunchback"
"2","90f3d2b572","what fun are you speaking of?"," what fun are you speaking of?"
"0","52483f7da8","i lost all my friends, i`m alone and sleepy..","i lost all my friends, i`m alone and sleepy..i wanna go home"
"2","a4b0888da6","haha yes"," haha yes"
"0","2a9765b7f9","I give in to easily","I give in to easily"
"4","90a2cdb657","favorite","What better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine? Our wine was a red"
"0","98f25bc596","jealous..","mannnn..... _ got an iphone!!! im jealous....  http://bit.ly/NgnaR"
"2","23e1f7dca4","Is at a photoshoot.","Is at a photoshoot."
"4","95e12b1cb1","s awesome","  He`s awesome... Have you worked with him before? He`s a good friend."
"2","c34feef039","Yay playing a show tonight! Boo it`s gonna soggy and I`m at work right before playing","Yay playing a show tonight! Boo it`s gonna soggy and I`m at work right before playing"
"4","fa2654e730","Chilliin","Chilliin"
"2","187494c25b","If you know such agent, do let me know"," If you know such agent, do let me know"
"2","4213627c3c","I still smell of smoke  #kitchenfire","I still smell of smoke  #kitchenfire"
"4","a4e00d4d26","better"," a celtics-lakers rematch sounds better don`t you think? lol"
"2","04e2e334de","Anyone have an extra Keane ticket? I promise to buy you a drink and take rad pics for your FB / Blog / Flickr., etc","Anyone have an extra Keane ticket? I promise to buy you a drink and take rad pics for your FB / Blog / Flickr., etc"
"2","0c4aa867d0","'you can ride one, you can catch one, but its not summer til you pop open one'  ?","'you can ride one, you can catch one, but its not summer til you pop open one'  ?"
"2","a6c61eac26","she is good! so gor-juz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no"," she is good! so gor-juz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no"
"2","94bd67443c","OK - I`m out of here for now. Just popped in to say Hi and check on things. I`ll probably head to the guttah later on tonight","OK - I`m out of here for now. Just popped in to say Hi and check on things. I`ll probably head to the guttah later on tonight"
"0","35f393a245","BADDD.","WOW, i AM REALLY MiSSiN THE FAM(iLY) TODAY. BADDD."
"2","b2c9f115b1","My sources say no"," My sources say no"
"0","0a61cbf4b5","I am sooo tired","I am sooo tired"
"2","ee9ec7a5a4","Hey, you change your twitter account, and you didn`t even tell me..."," Hey, you change your twitter account, and you didn`t even tell me..."
"4","bbbc46889b","THANK YYYYYYYYYOOOOOOOOOOUUUUU!"," THANK YYYYYYYYYOOOOOOOOOOUUUUU!"
"4","58d382e07a","lucky"," lucky kid...i so wanna see loserville  pity im in oz...."
"2","cb4d439ebc","fell asleep waiting for my ride!","fell asleep waiting for my ride!"
"0","64ed512788","Sick.","Sick. With a flu like thing."
"0","4cd390c007",", sorry guys","Still no reply from  about my SimFinger problem  So no iRape parody video until I get a response, sorry guys"
"4","3d2fcd78c8","Happy Star Wars day everyone! and Enjoy the holiday (UK)","Happy Star Wars day everyone! and Enjoy the holiday (UK)"
"2","0c0563423e","Miles from you   I`m in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers"," Miles from you   I`m in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers."
"2","cd0d522bb1","His snoring is so annoying n it keeps me from sleeping (like right now, lol) but I honestly wud miss it if it eva left  I love him.","His snoring is so annoying n it keeps me from sleeping (like right now, lol) but I honestly wud miss it if it eva left  I love him."
"0","bffa3ddd61","i miss you bby","i miss you bby      wish you were going tomorrow to make me do good."
"4","9339ee8e0b","cool"," Well what im working on isn`t QUITE ready to post about publicly (still beta testing) but its a cool new script I coded"
"4","a76f9cf8ce","Love it there"," SWEEEEET - San Fran is awesome!!!!  Love it there"
"2","4ce121e2ad","_Mounce yes and it lasts way past my bedtime!","_Mounce yes and it lasts way past my bedtime!"
"2","a3de81e1ba","Hi  how are you doing ???  *just joined twitter..."," Hi  how are you doing ???  *just joined twitter...*"
"0","55bacda5eb","tired","waiting for sleeping pills to kick in... gonna be so tired at work tomorrow"
"2","b63ed6da62","eating ice cream and then getting ready for graduation.","eating ice cream and then getting ready for graduation."
"4","4c41a35a2a","Happy Mothers day to all you Mums out there","Happy Mothers day to all you Mums out there"
"0","61a8e11e8a","freaked"," CASEY`S GONE?!?! BUT WHY?! So, she piddled a little on the carpet. She`s prolly freaked cause it`s new. Can we get her back?"
"0","447dc22c81","unfortunately"," hemp cloth is marvelous but unfortunately no"
"2","3408db03a3","Gonna read a story bout adam lambert online then bed. Nighty night","Gonna read a story bout adam lambert online then bed. Nighty night"
"4","92e1b6846e","best"," We saw that in none 3D - the baddie`s the best"
"4","2207d982bc","Pretty","4am. And Im on the beach. Pretty"
"2","15e01e1749","Certainly not Cheers than, huh?"," Certainly not Cheers than, huh?"
"0","ebcdf07ac5","horrible,","1 week post my'horrible, traumatic jumping cholla accident.'-cholla`s next dirty trick:pieces are starting to emerge from my hand! Ouch!"
"0","fd9fb4f1ad","busy","i realy wanted to go out cause its so nice but everybodys busy"
"4","6b018d3d2d","Awesome."," Awesome.  I`m down in Ocean Beach (if you know where that is.) By the way. 'YourBiggestFan' I`m a re-al big fan of you-rs."
"2","327a009a7d","at least I get to watch over time  Let`s go Pens!!","at least I get to watch over time  Let`s go Pens!!"
"2","d0d3c6f298","cool i wear black most of the time when i go out"," cool i wear black most of the time when i go out"
"4","40649553ef","thanks"," haha I do not know how to work blip apart from the obvious! thanks for reblipping my song  have a nice day ****"
"4","561b44a42f","safe"," have a safe trip joshy poo.......you`ll knock them dead at your speech"
"4","a05aea73d7","I wish I was allowed to go"," woof, I wish I was allowed to go"
"2","9c4817f73b","if u have a friendster add me!!!!!!!!!        my email adress      add me  loco_crime_1st.com        add me","if u have a friendster add me!!!!!!!!!        my email adress      add me  loco_crime_1st.com        add me leave some comment"
"2","f0c1601d8b","has tickets.......?","  has tickets.......?"
"4","d421fbd332","Thank you,","Thank you, Afrin Nasal Spray! Also, I got a giant teacup tonight!"
"2","99b7ec4b0b","ACSM. it`s unfathomable.  i think the other one .. and the .. is one that should be kept to the comfort of our bedrooms. yes?"," ACSM. it`s unfathomable.  i think the other one .. and the .. is one that should be kept to the comfort of our bedrooms. yes?"
"4","a655fbb5eb","I love my","Aww, I love my daddy! He works 7 days a week almost all day and still tries to go to SF with all of us"
"0","43e9a93104","I don`t feel confident","So many tests todayyy  I don`t feel confident about anyy."
"0","401869d615","sad.","graduation is done  im a little sad.. anyone want to hang out???"
"4","9843c4688e","hahaa your awesomee !"," hahaa your awesomee !"
"4","87fbf14655","awesomeeeee","holy smokes! star trek was freaking awesomeeeee"
"2","22d1806fa0","I hate Fallout 3 it keeps making me jump, I`m also low on health, money, ammo and food  don`t worry I`ll get through it.","I hate Fallout 3 it keeps making me jump, I`m also low on health, money, ammo and food  don`t worry I`ll get through it."
"2","9d2cffd953","I had it! On my itunes, but then I lost all my songs."," I had it! On my itunes, but then I lost all my songs."
"2","f78761f7ec","What`s with the gloomy weather? The sun must be too tired to come out and play  heading to victoria gardens for some impulse buys haha","What`s with the gloomy weather? The sun must be too tired to come out and play  heading to victoria gardens for some impulse buys haha"
"0","66057d58c2","Not looking forward","Not looking forward to next week: Maths, Geography, English and French exams, totalling 7 hours"
"0","af90ad5989","Poor you"," Poor you  Get outside and sleep in the garden, the sun will do you good. But don`t forget suncream!!!"
"0","f0460d611d","not well","not well"
"4","6649f3558c","Not a prob"," Not a prob hun"
"2","24532ab83c","at dads, watching some mtv and am going on sims2 in a minutee","at dads, watching some mtv and am going on sims2 in a minutee"
"2","8e1583cb08","Absolutely"," Absolutely"
"2","4ea61dbc7a","what`s the matter chickadee?"," what`s the matter chickadee?"
"4","94f67cfa6d","y adore"," hey mia!  totally adore your music.  when will your cd be out?"
"4","29dfaf5e3b","good","Shopping. Cleaning. BMFing. Webcam chatting with nephews. Nothing spesh, but a good bank holiday Monday nonetheless"
"4","974b35f889","I love him too"," =O you need to ask him something? Lmao I love him too"
"0","b495300bbf","painful."," those splinters look very painful...but you were being very heroic saving mr. Pickle"
"0","504539e6ec","sad?"," why are you sad?"
"4","6903cb08f2","e nice"," Nice to see you tweeting!  It`s Sunday 10th May and we`re celebrating Mother`s Day here today. So be nice to yer Mom"
"4","1996048e7a","i wish","decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots.  Age of the instant gratification...."
"2","c6d0c7676c","Namaskar & Namaste r both the same. Marathi people say Namaskar! its a marathi word.... should i ? ...naaaah !"," Namaskar & Namaste r both the same. Marathi people say Namaskar! its a marathi word.... should i ? ...naaaah !"
"2","ef74bab7f3","Congrats!  I cuss like that in a matter of minutes, But didn`t know until now there is a reward for it."," Congrats!  I cuss like that in a matter of minutes, But didn`t know until now there is a reward for it."
"2","f3cf8ec01b","Humous and Dorito`s.... Oh yes","Humous and Dorito`s.... Oh yes"
"0","cb1b0d191d","missed all the awesome weather,","missed all the awesome weather, because she was in a movie!"
"2","3e67a75303","Today is going to be a normal day for I hope. We had a group of pilots from a large airline come in last night so it was too much drink","Today is going to be a normal day for I hope. We had a group of pilots from a large airline come in last night so it was too much drink"
"0","997a62f83f","terrible!","These kids are terrible! If I was in Good Evans, I`d call Childline"
"0","7e1757d4f0","Unfortunatley,","Unfortunatley, AerLingus no longer fly to Copenhagen so we`re have to fly Ryanair to Billund and drive up to Copenhagen one of the days!"
"0","254546cd2c","That sucks, tho."," What`s sad is that I actually had to google that term. That sucks, tho."
"0","7e4ed52c4a","Hate fighting","Hate fighting"
"2","5069ae7a15","I watched that too!!! I didnt want her to win, but she put up a good fight..lol"," I watched that too!!! I didnt want her to win, but she put up a good fight..lol"
"0","48cdcd5f28","Car-warmed Sprite tastes like sore throat","Car-warmed Sprite tastes like sore throat"
"2","1b1b02af59","Just came 11th in cross country and beat dumbo","Just came 11th in cross country and beat dumbo"
"4","ae71041e21","enjoyable.","Candle wax is very enjoyable."
"4","11c10e3fc5","endearing-"," She`s unassuming and unpretentious. She`s just, as. I suppose that`s why she`s so endearing--because we can relate to her"
"2","19526ac03e","tomorrow valeria`s lunch!!! going to get my hair done but im arraving late   got my cousins babtizm or whatever you spell it","tomorrow valeria`s lunch!!! going to get my hair done but im arraving late   got my cousins babtizm or whatever you spell it"
"4","960bbdc0c3","goooooddd morning tweets!!","goooooddd morning tweets!!  week three OF my workout. did i mention i got my new glasses yesterday?!?"
"0","fd285fe74a","hate"," me too. I hate my computer so much.."
"4","a5a1c996c0","fine!"," fine! Going to do my big walk today 20 or so miles"
"0","20ec7c7c32","i don`t like the other ones.","I WANT RED CRUISERS!!  i don`t like the other ones. LMFAO!"
"2","b948984e8d","Mmmmmmmm... ? it in the morning","Mmmmmmmm... ? it in the morning"
"2","6824c44c21","me neither"," me neither"
"2","02d140362f","Has about 10 hours work to do, on a Sunday. Boo. I will find time for a two hour lunchbreak though. Yeah","Has about 10 hours work to do, on a Sunday. Boo. I will find time for a two hour lunchbreak though. Yeah"
"0","5f93cc70ff","Bugger. forgot I still have washing in my machine","Bugger. forgot I still have washing in my machine"
"4","4e6a5c0034","sending love, blessings & healing thoughts to you & family  peace","_Laurie sending love, blessings & healing thoughts to you & family  peace"
"0","e4e9b8713a",".really bad","My back hurts...really bad"
"2","08975f62a8","ah yes, I know that feeling"," ah yes, I know that feeling"
"2","4a1ce7dc3b","Night of the cookers with my dad","Night of the cookers with my dad"
"0","328a0e76bd","brutal","My modem has been offline for a week now... God bless the 3g network. Tim just left... Again!! May schedule has been brutal"
"2","abbd0db2a5","Nope I am in Coquitlam"," Nope I am in Coquitlam"
"0","940eb93dd5","boring"," Had parent teacher thing yesterday!! So boring going to skl on saturday!!  lol"
"4","c78bf59e67","p sounds like fun","  #lichfield #tweetup sounds like fun  Hope to see you and everyone else there!"
"2","e73425ffdc","Big booming thunder storm almost here.  Maybe we can all go home early???  Ah... probably not.","Big booming thunder storm almost here.  Maybe we can all go home early???  Ah... probably not."
"4","e56eeb4968","great","Few Bevvies 2day in twn..great on a day off!!"
"4","7162d447ab","excited","first night in myers. just not the same w/out lydia!  but i`m actually excited about this summer!"
"4","f3d95b57b1","good morning"," good morning"
"4","5e4eac2b2e","its the best show EVER!"," its the best show EVER!"
"0","bc02870b7d","messed","URL in previous post (to timer job) should be http://bit.ly/a4Fdb. I`d removed space which messed up URL.  ^ES"
"2","80e45e833f","i think iv hurt my tooth  and eilish and cassie are having a drawing competiton to draw cookies and pineapples haha :L .","i think iv hurt my tooth  and eilish and cassie are having a drawing competiton to draw cookies and pineapples haha :L ."
"2","f29df52d91","I want to know when the auditions are Mander! Text or...reply please!"," I want to know when the auditions are Mander! Text or...reply please!"
"0","079e4e3472","NOT THE SECRET NAMEREBECCA PLEASE","or even NOOOOO NOT THE SECRET NAMEREBECCA PLEASE"
"0","557e676fe4","miss"," I miss my neice  can`t wait to see her bad n grown ****! Lol"
"2","8d09044937","i need to get my computer fixed","i need to get my computer fixed"
"0","9d3a1e0269","illness","really hopes her car`s illness is not terminal..."
"2","7ff2dbbe25","All the cool people I want to find for following today are #English, and I guess the English don`t tweet.","All the cool people I want to find for following today are #English, and I guess the English don`t tweet."
"2","5a254fbb98","no sir...i woulda put honey...but i don`t have any"," no sir...i woulda put honey...but i don`t have any"
"4","417176c08e","i totally loved it!","who watched X-men origins: wolverine? i totally loved it! haha"
"4","2bf5c7dba7","i <3 you. u helped me thru the hrdest time of my life!"," I VOTED!!! do u have a personal myspace? i keep talking to fakes   i <3 you. u helped me thru the hrdest time of my life! (: x"
"0","8407ac30b0","sad"," I`m sad that I missed you guys last night!"
"2","6ed347b1a5","Finally got a call for marriage counseling 3 days late....","Finally got a call for marriage counseling 3 days late...."
"2","97625460cf","ok then"," ok then"
"2","32e4ffe225","why baby?","_420 why baby?"
"0","24ee55f264","sick!","today was the last day of high school for me and i ended up going home sick! ... stupid dead rats"
"2","82b75647fd","We`re having an impromptu pool party... Except I don`t know how to swim so I can`t get in","We`re having an impromptu pool party... Except I don`t know how to swim so I can`t get in"
"0","a0a306868a","oww","lost my tooth 2day whilst i was eating gum...oww"
"4","9b11b686ec","happy 1 year! <3","happy 1 year! <3"
"4","7e7bc11e45","Goooooooooooood Morrrrrrrrning","Oh, I HELLA forgot to say my official good morning  Like to hear it? Here it go! Goooooooooooood Morrrrrrrrning Twitterville! Lol"
"2","28dbada620","*phew*  Will make a note in case anyone else runs into the same issueï¿½"," *phew*  Will make a note in case anyone else runs into the same issueï¿½"
"0","3e880ec28d","WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!","  WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!"
"0","38271074d1","This diet is killing me","I`m starving!! This diet is killing me but I can`t eat after 8pm"
"2","ef12a3d183","i talk to you"," i talk to you"
"0","f0db54f5bf","bored..","im soo bored...im deffo missing my music channels"
"4","e651d415c6","e fun"," nite nite bday girl  have fun at concert"
"2","931a866d3f","So far, so good, but I did sleep for most of those 4 hours. Getting a bit twitchy now","Had nicotine replacement patch on for 4 hours. So far, so good, but I did sleep for most of those 4 hours. Getting a bit twitchy now"
"2","7a718b23ef","What`s with Twatter lately?  Either I can`t get on or the replies don`t turn up!","_Sanderson What`s with Twatter lately?  Either I can`t get on or the replies don`t turn up!"
"0","a6fccce9db","lost my voice","should be sleeping.  lost my voice a couple day ago."
"0","c017d0c221","hate","http://twitpic.com/66xlm -  hate when my PARKED car gets hit"
"2","287755c5dd","I`ve heard this fall. I`m waiting too!"," I`ve heard this fall. I`m waiting too!"
"2","58c435d2cf","more nightmares?  *huggles*"," more nightmares?  *huggles*"
"0","e6ee6826df","I AM SUCH A CREEPER  I feel disappointed because of it. **** my cyberstalking skills   the internet = no more privacy","I AM SUCH A CREEPER  I feel disappointed because of it. **** my cyberstalking skills   the internet = no more privacy."
"0","01b2476dd7","headache","going to bed its late and I have headache"
"4","e02cf4af4c","happy","happy mother`s day to all moms out there..."
"2","2dc0dc0d5d","Grabbing coffee from  then making mom breakfast","Grabbing coffee from  then making mom breakfast"
"4","1b13ed8b4b","going to have fun","im thinking that im going to have fun tonight....and maybe some changes are coming"
"2","b6b35af246","thanks. before the major chop."," thanks. before the major chop."
"4","375e74d063","d thank you!"," Haha I know, I cant handle the fame!  and thank you!"
"2","4700be3234","just got up and updated my ipod","just got up and updated my ipod"
"4","e5c6a6bb5a","HAHAHA"," yes! sober HAHAHA tanghaling tapat dude! haha WILD. i don`t knowwww  plan plan  before you go to US!"
"4","4f84bea1cc","crush"," We never miss ICarly - my son has a huge crush on Miranda"
"2","4c73ad2888","Saw James carville in the store today. His head is really that bald","Saw James carville in the store today. His head is really that bald"
"2","2dcd8766a8","yellow for   ? http://blip.fm/~5z05g","yellow for   ? http://blip.fm/~5z05g"
"2","234093bef1","which means you`re just going to have to come back to vancouver and have it our way! hahah"," which means you`re just going to have to come back to vancouver and have it our way! hahah"
"4","ca832cad51","Feeling smooth","Feeling smooth like chrome"
"0","a8734230b6","Ew traffic","Ew traffic"
"2","0b5c2a7d7c","downloading songs while trying to sneak a lil homework in too, which should be my main priority not songs lol","downloading songs while trying to sneak a lil homework in too, which should be my main priority not songs lol"
"2","e70d294d95","your not alone...i need coffee too.","@_Ra_Ra_ your not alone...i need coffee too."
"2","f84b89a828","Sounds like me"," Sounds like me"
"2","ee37bea884","Bad day  The day you realize what mess you`ve put me through will be one of the happiest days of my life...","Bad day  The day you realize what mess you`ve put me through will be one of the happiest days of my life..."
"0","242d92151a","I hate not having a bike..","Walking to class. I hate not having a bike....especially mine."
"2","f3a77c2b5e","_nesmith","_nesmith"
"0","1d6411e9dd","This is worse than taxes.","failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes."
"4","151c10cc39","JONAS BROTHERS - Live to party.                It`s rocking so hard","JONAS BROTHERS - Live to party.                It`s rocking so hard     I love the song,"
"4","7b1927e748","happy","happy mother`s day to all the mothers in the world."
"4","9a6f4d05d5","would love to test it though.","35mins through the 1hr 20mins Google Wave demo, that looks a lot of fun, would love to test it though.  http://bit.ly/WnMSc"
"4","0cb4504f2c","Fun night!","Sleepy Tabz is heading to bed.  Fun night! Listened through the next episode of Joss`d!"
"2","ae21c1ac38","The exception for a short dude: Larenz fineass Tate yum","The exception for a short dude: Larenz fineass Tate yum"
"4","8f3e73cf09","I thought Wolverine was awesome.","Screw the reviews, I thought Wolverine was awesome. But not enough Dominic Monaghan for my liking."
"4","c7489a23fa","Hopefully","If you followed us recently, PLEASE dont be offended that we haven`t followed back. We hit our limit.   Hopefully we will be free soon."
"2","148ac38bea","Yes i work 6 to 3..."," Yes i work 6 to 3..."
"2","641555ac70","Hmmm, maybe that`s what they meant. They eluded to something brand new but you know how the media is"," Hmmm, maybe that`s what they meant. They eluded to something brand new but you know how the media is"
"2","4bda359cbb","Done at the spa   now meeting vic for some late lunch!","Done at the spa   now meeting vic for some late lunch!"
"4","ed084a1fa7","Happy","Happy monday  up and about going to tavares today. Hope everyone has a blessed day!"
"2","1af124bc1c","Always have wanted to go to Oz"," Always have wanted to go to Oz"
"2","e98226e842","Thx"," Thx"
"4","85ec413e54","luv"," http://twitpic.com/4jaz5 - Cool... luv it"
"4","7df7221145","that`s why I need to be there","  that`s why I need to be there...To represent the Blackberries"
"2","0ab8f9c4bc","Okay so I`m dedicating my 300th tweet to the fact that I`m going to the Apple store because there is a HUGE crack on the glass screen!","Okay so I`m dedicating my 300th tweet to the fact that I`m going to the Apple store because there is a HUGE crack on the glass screen!"
"2","06cad97de6","If only we could ever actually be allowed to stay here and do that"," If only we could ever actually be allowed to stay here and do that"
"2","37f6bd5ac5","Let me know how that turns out!!"," Let me know how that turns out!!"
"2","9bef0d7135","was that sass I detect?  As long as it isn`t back sass! Haha"," was that sass I detect?  As long as it isn`t back sass! Haha"
"4","7436ec1a2c",",ahaha"," yeah I was thinking about that ,ahaha"
"2","cf10e9309a","Sports Bar Shatranjanpoli Rest Ph 26498457 All Sports Bar Andheri W 26733333 Dont know whether that helps. Google ki jai ho"," Sports Bar Shatranjanpoli Rest Ph 26498457 All Sports Bar Andheri W 26733333 Dont know whether that helps. Google ki jai ho"
"0","ce69e99e71","I`m not sleeping at all un","I`m not sleeping at all until  accepts my appology"
"0","6402e14398","Seriously,","Wolverine Was BOSS! Seriously, And Will.I.Am Was In It, What The **** ??"
"2","914c40995f","I live for pain, bring it on"," I live for pain, bring it on"
"2","258f37341e","okay, i`m out for a while  back later!","okay, i`m out for a while  back later!"
"2","77ba0fee75","g What is this powerblog challenge you keep talking about?  I`m a newbie followe","  #powerblog What is this powerblog challenge you keep talking about?  I`m a newbie follower"
"4","96a4ce0d47","died.","almost died. Laptop screen was set to 100% brightness after I reinstalled Windows Vista. Got a headache now  #insanedefaults"
"2","5bcc50c275","Waiting for tish to get off. Got to drive my moms CRV to pick her up all my myself and duckie. First time","Waiting for tish to get off. Got to drive my moms CRV to pick her up all my myself and duckie. First time"
"0","c5645758be","not going to well!","Trying to decide on a movie with the friends.. not going to well! lol :p  No bible study 2nite, which means ****-day cake  buy my own??"
"2","7e3c091fc2","going to shower because i don`t want to smell at school tomorrow","going to shower because i don`t want to smell at school tomorrow"
"2","869bb56451","Sigh... you know I am..."," Sigh... you know I am..."
"4","09ad12cc5c","hopefully","discovered cause of a bug in the new #NetPLAYER 4 build. Publishing bug fix now, hopefully new beta by tomorrow"
